№ дела,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Место нахождения организации,Адрес электронной почты,Адрес места осуществления лицензируемого вида деятельности обособленным подразделением организации,КПП обособленного подразделения организации,Код субъекта РФ по месту нахождения организации,Код субъекта РФ по месту осуществления лицензируемого вида деятельности обособленным подразделением организации,Вид лицензируемой деятельности,Вид продукции, Серия лицензии,Номер лицензии,Наименование лицензирующего органа выдавшего лицензию,Дата выдачи лицензии,Дата окончания действия лицензии,Дата приостановления действия лицензии,Дата возобновления действия лицензии,Дата прекращения действия лицензии,Дата аннулирования действия лицензии,Статус лицензии,Дата изменения статуса,Регистрационный номер лицензии,Руководитель организации,Контактный телефон,К-во лицензиатов,К-во объектов,в т.ч. объектов общественного питания,Дата государственной регистрации ЮЛ,ОГРН,Плановая проверка (когда),количество объетов,Внеплановая проверка,количество объектов,,,,,,,,,,,,
190,"ООО ""Славянка""",6803628499,680301001,"Тамбовская область, Жердевский район, г. Жердевка, ул. Первомайская, 42",ooo.slavianrf@mail.ru,"1. г. Жердевка, ул. Первомайская, 42 ,торговый отдел  в магазине ""Славянка""",,68,,,,68МЕ  ,004632,Управление по развитию промышленности и предпринимательства Тамбовской области,08.06.2012,08.06.2013,,,,,действующая,,4395 от 05.06.2012,Гололобов                                     Юрий                            Александрович,89606627808  89156642883,1,1,,5/26/2006,1066821015084,14.08.2012,,,,,,,,,,,,,,,
189,"ООО ""Юнона"" ",6803628386,680301001,"Тамбовская область, Жердевский район, г. Жердевка, ул. Серова, 18 а ",sjuri@rambler.ru,"1.Жердевский р-н,с.Бурнак,ул.Колхозная,21 б,магазин ""Натали""  ",,68,,,, 68МЕ                               ,004640,Управление по развитию промышленности и предпринимательства Тамбовской области,06.06.12,06.06.2013,,,,,действующая,,4408 от 07.06.2012,Клинова                          Наталия                           Николаевна,(235)  5-72-87                                           8-9537035568 89066595381,1,2,,4/20/2006,1066821014556,14.08.2012,,,,,,,,,,,,,,,
,,,680301001,,,"2.г.Жердевка,ул.Интернациональная,9-а,магазин ""Цереус""",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,"ООО ""Диалог""",6803628322,680301001,"Тамбовская область, Жердевский район, г.Жердевка, ул.Интернациональная,5-а",,"1.г.Жердевка,ул.Интернациональная,5-а,магазин ""Диалог""",,68,,,,68МЕ   ,003807,Управление по развитию промышленности и предпринимательства Тамбовской области,16.06.2011,16.06.2012,,, ,,истекла,,27.05.2011 № 3538,Минюк                         Валерий              Юрьевич,(47535)5-57-70; 89158771351, , ,,,1066821004480,,,,,,,,,,,,,,,,
290,"ООО ""Мир                                      Вкуса""",6803628481,680301001,"Тамбовская область, Жердевский район, г.Жердевка, ул.Заводская,23в",mirvkusa@yandex.ru,"1.г.Жердевка,ул.Заводская,23-в,магазин ""Продукты""",,68,68,розничная продажа алкогольной продукции,,68МЕ ,004906,Управление по развитию промышленности и предпринимательства Тамбовской области,21.08.2012,21.08.2013,,,,,действующая,,20.08.2012 № 4706,Белогривцев                                                Виктор                                            Ефимович,(47535)   5-26-17;    8-960-661-42-50,1,1,, ,1066821015062,,,,,,,,,,,,,,,,
249,"ООО ""Барин""",6803628442,680301001,"Тамбовская область, Жердевский район, г.Жердевка, угОктябрьская,67-а",,"1.г.Жердевка,ул.Октябрьская,67-а,торговый отдел в магазине ",,68,,,,68 МЕ                                     ,004001,Управление по развитию промышленности и предпринимательства Тамбовской области,22.06.2011,22.06.2012,,, ,,истекла,,20.06.2011 № 3645,Коротков                                  Сергей                           Иванович,(35)                                                              5-55-15; 8-915-662-77-07, , ,,,1066821014966,,,,,,,,,,,,,,,,
248,"ООО ""Два Макса""",6803628410,680301001,"Тамбовская область, Жердевский р-он, с.Туголуково, пл. Революции, 7 ",,"1. Жердевский р-он. с. Туголуково, пл. Революции, 7 - магазин ""Два Макса""",,68,,,,68 МЕ                                            ,004678,Управление по развитию промышленности и предпринимательства Тамбовской области,20.06.2012,20.06.2013,,,,,действующая,,4445 от 20.06.2012,Быкова                           Елена                        Николаевна,(47535) 5-71-02; 89204715812,1,1,,5/10/2006,1066821014644,,,,,,,,,,,,,,,,
258,"ООО ""Факел""",6803628428,680301001,"Тамбовская область, Жердевский район, г. Жердевка. Ул. Семашко, 2 в ",konst-vob@mail.ru,"1. г. Жердевка, ул. Семашко, 2 в - магазин ""Арсенал""",,68,,,,68МЕ     ,004663,Управление по развитию промышленности и предпринимательства Тамбовской области,22.06.2012,22.06.2013,,,,,действующая,,4430 от 15.06.2012,Вобликов                                Константин                                  Владимирович,"(47535)5-23-88, 89106587642   89202399833",1,1,,5/15/2006,1066821014732,,,,,,,,,,,,,,,,
398,"ООО ""Лидер""",6803628450,680301001,"Тамбовская область, Жердевский район, г.Жердевка ул.Первомайская,155",,"1.г.Жердевка,ул.Первомайская,155,магазин ""Гастроном""                                                                                                                       ",,68,,,,68 МЕ                                         ,004102,Управление по развитию промышленности и предпринимательства Тамбовской области,12.07.2011,12.07.2012,,, ,,истекла,,05.07.2011 № 3751,Воронова                             Светланпа                                                        Владимировна,8-910-656-09-96, , ,,,1066821015040,14.08.2012,,,,,,,,,,,,,,,
311,"ООО ""Гарун""",6803628474,680301001,"Тамбовская область, Жердевский р-он,  с.Пичаево, ул.Центральная, д.33-а",garun1956@mail.ru,"1.с.Пичаево,ул.Центральная,33-а,магазин ""Продукты""",,68,68,розничная продажа алкогольной продукции,,68 МЕ                                    ,004810,Управление по развитию промышленности и предпринимательства Тамбовской области,17.07.2012,17.07.2013,,,,,действующая,,4582 от 16.07.2012,Саркисян                   Андроника                                        Михайловна,(235)                                  3-45-00; 8-953-705-21-15,1,1,,5/24/2006,1066821015051,,,,,,,,,,,,,,,,
364,"ООО ""Мария""",6803628523,680301001,"Тамбовская область, Жердевский район, г.Жердевка,                    ул.Советская,                       д.79",mari28523@yandex.ru,"1.г.Жердевка,ул.Советская,79,магазин ""Мария""                                      ",,68,,розничная продажа алкогольной продукции,,68 МЕ                                    ,004786,Управление по развитию промышленности и предпринимательства Тамбовской области,12.07.2012,12.07.2013,,,,,действующая,,4559 от 11.07.2012,Клинова                                                 Любовь                                           Михайловна,(35)                       5-43-29: 8-910-751-39-09,1,2,,6/20/2006,1066821015172,,,,,,,,,,,,,,,,
