"Сводный реестр выданных, приостановленных и аннулированных лицензий на розничную торговлю алкогольной продукцией по состоянию на 28.09.2012",,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
№ п/п,"Наименование организации, организационно-правовая форма",ИНН организации,КПП организации,Адрес места нахождения организации,Адрес электронной почты,Адрес осуществления вида деятельности ,КПП обособленного подразделения,Код субъекта РФ,Код субъекта по месту осуществления деятельности,Серия лицензии,Номер лицензии,Дата выдачи ,Дата окончания действия ,Дата приостановления действия ,Дата возобновления действия ,Дата прекращения действия ,Дата аннулирования,Статус лицензии,Дата изменения статуса,Руководитель организации,Телефон,Приказ Минэкономразвития,Срок окончания аренды
,"ООО ""Кам-Куб"" ",4102009578,410201001,"г. Вилючинск, ул. Кронштадтская, д.5, кв.20",,"г. Вилючинск, ул. Кронштадтская, д.12, магазин ""Продукты""",,41,41,к 007819,31-В,7/30/2012,2/20/2014,,,,,действующая,7/30/2012,,,,
,"ООО ""Кам-Куб"" ",4102009578,410201001,"г. Вилючинск, ул. Кронштадтская, д.5, кв.20",,"г.Вилючинск, м-н Центральный 28/1 универсам ""Центр""",,41,41,к 007819,31-В,7/30/2012,2/20/2014,,,,,действующая,7/30/2012,,,,
,"ООО ""Каммаг Е.С.""",4101103673,410101001,"г. Петропавловск-Камчатский, Туристический проезд, д.22, кв.46",,"г. Петропавловск-Камчатский, Орбитальный проезд, д.1, магазин ""Балтика""",,41,41,к 007494,205-К ,3/31/2011,3/31/2013,,,,,действующая,,,,,
,"ООО ""Каммаг Е.С.""",4101103673,410101001,"г. Петропавловск-Камчатский, Туристический проезд, д.22, кв.46",,"г. Петропавловск-Камчатский, пр. Циолковского, магазин ""Филиция"", а/о",,41,41,к 007494,205-К ,3/31/2011,3/31/2013,,,,,действующая,,,,,
,"ООО ""Каммаг Е.С.""",4101103673,410101001,"г. Петропавловск-Камчатский, Туристический проезд, д.22, кв.46",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.10/6, магазин ""Буковина""",,41,41,к 007494,205-К ,3/31/2011,3/31/2013,,,,,действующая,,,,,
,"ООО ""Каммаг Е.С.""",4101103673,410101001,"г. Петропавловск-Камчатский, Туристический проезд, д.22, кв.46",,"г. Петропавловск-Камчатский, ул. Виталия Кручины, д.8/8, магазин ""555""",,41,41,к 007494,205-К ,3/31/2011,3/31/2013,,,,,действующая,,,,,
,"ООО ""Кампиво-Маркет""",4101106890,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, д.23,",,"г. Петропавловск-Камчатский, ул. Лукашевского, д. 27, супермаркет ""Александрия""",,41,41,к 007944,284-К,7/2/2012,7/2/2017,,,,,действующая,,,,Приказ о выдаче от 28.06.2012 № 290,12/31/2017
,"ООО ""Кампиво-Маркет""",4101106890,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, д.23,",,"г. Петропавловск-Камчатский, ул. Лукашевского, д. 27, кафе ""Кактус""",,41,41,к 007944,284-К,7/2/2012,7/2/2017,,,,,действующая,,,,,
,"ООО ""Кампиво-Маркет""",4101106890,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, д.23,",,"г. Елизово, ул. Набережная, д. 13, магазин ""Золотой Якорь""",,41,41,к 007944,284-К,7/2/2012,7/2/2017,,,,,действующая,,,,,
262,"ООО ""Кампрофторг""",4101123101,410101001,"г. Петропавловск-Камчатский, ул. Пономарева, д.5, кв.64",,"г. Петропавловск-Камчатский, бульвар Рыбацкой Славы, д.1, магазин  ""Сюрприз""",,41,41,к 007225,34-К ,7/4/2008,7/4/2013,,,,,действующая,,,8(4152)236211,,
,"ООО ""Камрента""",4101107501,410101001,"г. Петропавловск-Камчатский, пр. Рыбаков, д.20, кв.3",,"г. Петропавловск-Камчатский, ул. Академика Королева, д.19, м-н ""Рандеву""",,41,41,к 007768,58-К ,8/18/2011,8/18/2012,,,,,,,,,,
,"ООО ""КАМ-ТЕМП""",4105029050,410501001,"г. Елизово, ул. Гастелло, д.17,",,"г. Елизово, ул. Магистральная, д.174, магазин ""Седьмой континент""",,41,41, к 007555,628-Е ,6/16/2011,6/16/2016,,,,,действующая,,,,,
266,"ООО ""Камторг"" ",4105034460,410501001,"г. Елизово, ул. Ленина, д.30а, кв.3",,"г. Елизово, ул. Ленина, д.30а, в/в отдел м/маркета ""Надежда""",,41,41,к 006930,27-Е ,12/12/2008,12/12/2013,,,,,действующая,,,"8(41531)62831
",,
,"ООО ""Камци""",4101028754,410101001,"г. Петропавловск-Камчатский, ул. Лукашевского, д.11,",,"г. Петропавловск-Камчатский, пр. 50 лет Октября, д.28, ресторан ""Лонхей""",,41,41,к 007487,147-К ,2/22/2011,4/28/2016,,,,,действующая,,,,,
,"ООО ""Камчадал""",4109004603,410901001,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.91,",,"Усть-Камчатский р-н, пгт. Усть-Камчатск, ул. Ленина, д.91, магазин ""МиС""",,41,41,к 007991,15-УК,8/14/2012,8/14/2013,,,,,действующая,,,,Приказ о выдаче от 10.08.2012 № 399,7/31/2017
,"ООО ""Карат""",4101109097,410101001,"г. Петропавловск-Камчатский, ул. Индустриальная, д.19, кв.12",,"г. Петропавловск-Камчатский, ул. Индустриальная, д.19, павильон ""Апельсинчик""",,41,41,к 007737,359-К ,7/28/2011,7/28/2014,,,,,действующая,,,,,
,"ООО ""Карван""",4101104839,410101001,"г. Петропавловск-Камчатский, ул. Чубарова, д.3, кв.3",,"г. Петропавловск-Камчатский, ул. Чубарова, д.16, павильон ""Карван""",,41,41,к 007509,154-К ,4/15/2011,4/15/2016,,,,,действующая,,,,,
,"ООО ""Каринэ""",4101015297,410101001,"г. Петропавловск-Камчатский, ул. Тушканова, д.14, кв.8",,"г. Петропавловск-Камчатский, ул. Горького, д.15/1, павильон ""Каринэ""",,41,41,к 006886,37-К ,7/25/2008,7/25/2013,,,,,действующая,,,,,
,"ООО ""Картас""",4101109650,410101001,"г. Петропавловск-Камчатский, ул. Ломоносова, д.4, кв.91",,"г. Петропавловск-Камчатский, ул. Якорная, д.3/1, павильон ""Янтарь""",,41,41,к 007585,178-К ,7/4/2011,7/4/2014,,,,,действующая,,,,,
,"ООО ""Картас""",4101109650,410101001,"г. Петропавловск-Камчатский, ул. Ломоносова, д.4, кв.91",,"г. Петропавловск-Камчатский, ул. Беринга, остановка, павильон ""Витус""",,41,41,к 007585,178-К ,7/4/2011,7/4/2014,,,,,действующая,,,,,
,"ООО ""Картас""",4101109650,410101001,"г. Петропавловск-Камчатский, ул. Ломоносова, д.4, кв.91",,"г. Петропавловск-Камчатский, пр. Победы, микрорынок ""Спутник"", павильон ""Картас""",,41,41,к 007585,178-К ,7/4/2011,7/4/2014,,,,,действующая,,,,,
,"ООО ""Каспий""",4105030578,410501001,"г. Елизово, Почтовый переулок д.5,",,"г. Елизово, Почтовый переулок д.5, кафе ""Каспий""",,41,41,к 007664,664-Е ,7/26/2011,7/26/2016,,,,,действующая,,,,,
279,"ООО ""Каспий""",4108007640,410801001,"Камчатский край, Усть-Большерецкий район, п. Октябрьский, ул. Комсомольская, д.68",elenapahotova@yandex.ru,"Алеутский р-н, с. Никольское, ул. Юбилейная, д.7, в/водочный отдел м-на ""Арго""",,41,41,к 008035,18-УБ,9/19/2012,9/19/2014,,,,,действующая,,Алиев Маилу Имамали оглы,89098820798,,8/4/2017
280,"ООО ""Катюша""",4105034974,410501001,"г. Елизово, ул. Магистральная, д.254,",,"Елизовский р-н, Строитель СОТ, павильон ""продукты"" (5 стройка)",,41,41,к 006965,41-Е,6/19/2009,6/19/2014,,,,,действующая,,,,,
,"ООО ""Кафе Бульвар""",4101130437,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.67/2,",,"г. Петропавловск-Камчатский, пр. Победы, д.67/2, Кафе ""Бульвар""",,41,41,к 007823,219-К ,12/2/2011,12/2/2013,,,,,действующая,,,,Приказ о выдаче от 02.12.2011 № 391,
,"ООО ""Кафе-Клуб"" Богородское Озеро""",4101103754,410101001,"г. Петропавловск-Камчатский, ул. Ленинградская, д.65/1, кв.33",,"г. Петропавловск-Камчатский, Петропавловское ш, д.33/1, кафе-бар ""Девятый вал""",,41,41,к 007497,209-К ,4/7/2011,4/7/2013,,,,,действующая,,,,,
,"ООО ""Каштан-2""",8202016008,820101001,"пгт. Палана, ул. Ленина, д.23,",,"пгт. Палана, ул. Ленина, д.23, магазин ""Каштан""",,41,41,к 007959,18-Т,7/9/2012,7/9/2017,,,,,действующая,,,,,
,"ООО ""Кедр"" ",8202010503,820101001,"Тигильский р-н, с. Тигиль, ул. Соболева, д.10,",,"Тигильский р-н, с. Тигиль, ул. Соболева, д.10, магазин ""Улыбка-1""",,41,41, к 007676,11-Т,7/8/2011,7/25/2013,,,,,действующая,,,,,
,"ООО ""Кедр"" ",8202010503,820101001,"Тигильский р-н, с. Тигиль, ул. Соболева, д.10,",,"Тигильский р-н, с. Тигиль, ул. Строительная, д.27, помещение 15, магазин ""Улыбка-2""",,41,41, к 007676,11-Т,7/8/2011,7/25/2013,,,,,действующая,,,,,
,"ООО ""Кит""",4109004522,410901001,"Усть-Камчатский р-н, п. Ключи, Школьная , д.22а, кв.11",,"Усть-Камчатский р-н, п. Ключи, ул. Северная, д.5а, магазин ""Аурум""",,41,41,  к 007707,9-УК,7/29/2011,7/29/2013,,,,,действующая,,,,,
293,"ООО ""Компания Гулливер""",4101096240,410101001,"г. Петропавловск-Камчатский, ул. Чубарова, д. 16, кор. 11",gulliver_isp@mail.kamchatka.ru,"г. Петропавловск-Камчатский, ул. Чубарова, д. 16, скл. 32",,41,41,к 008026,311-К ,9/14/2012,9/14/2014,,,,,действующая,,Каюмов Евгений Борисович,8(4152)258083,Приказ о выдаче  от 13.09.2012 № 473,собственность
,"ООО ""Компания Шамса""",4100002680,410101001,"г. Петропавловск-Камчатский, пр. Победы, д.32, строение 43,78, лит. С1",,"г. Петропавловск-Камчатский, пр. Победы, д.32, помещения 15, 28, магазин ООО ""Компания Шамса""",,41,41,к 007949,293-К ,7/25/2012,2/28/2013,,,,,действующая,,,,Приказ о переоформлении от 19.07.2012 № 342,3/30/2019
,"ООО ""КОМПАНИЯ ЭТНА""",4108006598,410801001,"Усть-Большерецкий р-н, с. Кавалерское, ул. Рябикова, д.21, кв.2",,"Усть-Большерецкий р-н, с. Кавалерское, ул. Блюхера, 17,  магазин ""Орион""",,41,41,к 007942,15-УБ,6/20/2012,6/20/2015,,,,,действующая,,,,Приказ о выдаче от 18.06.2012 № 258,11/14/2016
,"ООО ""КОМПАНИЯ ЭТНА""",4108006598,410801001,"Усть-Большерецкий р-н, с. Кавалерское, ул. Рябикова, д.21, кв.2",,"Усть-Большерецкий р-н, с. Апача, ул. Юбилейная, д.23,  магазин ""Бриз""",,41,41,к 007942,15-УБ,6/20/2012,6/20/2015,,,,,действующая,,,,,
