Реестр выданных лицензий ,,,,,,,,,,
на осуществление розничной продажи алкогольной продукции  действующих на  02.07.2012 г.,,,,,,,,,,
,,,,,,,,,,
№,О лицензиате,ИНН / ОГРН,Дата выдачи лицензии,"Серия, регистр.№",Срок действия лицензии,Адреса территориально обособленных объектов,сведения о действии лицензии,Примечание,Лицензирующий орган,
490,"ООО ""Звезда"", юр.адрес: 625012, Россия, Тюменская область, Тюменский район, с. Каскара, ул. Ленина, д. 1в
руков.:Берадзе С.А., тел. 27-51-70",ИНН 7224009436  ОГРН 1027200823320 (дата регистрации 19.11.02),10/10/2006,72-РАП №3690,09/10/2012,"1)Тюменская область, Тюменский район, с. Каскара, ул. Ленина, д. 1в, закусочная (открыт 10.10.06)
",продлена реш. №794 от 06/10/2011  до 09/10/2012, Прим: Дата проверки 18.05.2009 (замечание),Управление Л и РПР ТО,
491,"ООО ""Брат"", юр.адрес: Российская Федерация, 625035, Тюменская область, г. Тюмень, проезд Геологоразведчиков, д. 38/1
руков.:Рябоконь В.В., тел. (3452) 20-10-33",ИНН 7203179123  ОГРН 1067203326343 (дата регистрации 17.07.11),11/10/2006,72-РАП №3694,10/10/2016,"1)г. Тюмень, проезд Геологоразведчиков, д. 38/1, магазин ""Вкусный"" (открыт 11.10.06)
",продлена реш. №885 от 27/10/2011  до 10/10/2016," Прим: Дата проверки 21.12.09 (отбор проб, замечание)",Управление Л и РПР ТО,
492,"ООО ""Заря"", юр.адрес: 626150, Российская Федерация, Тюменская область, г. Тобольск, 9 микрорайон, д. 5 ""А""
руков.:Скопич А.Н., тел. (3456) 25-41-91",ИНН 7206032915 ОГРН 1067206068820 (дата регистрации 05.05.06),11/10/2006,72-РАП №3692,10/10/2012,"1)Тюменская область, г. Тобольск, 9 микрорайон, д. 5 ""а"", магазин ""Продукты"" (открыт 11.10.06)
",продлена реш. №869 от 25/10/2011  до 10/10/2012, Прим: Дата проверки 08.07.2008 (предписание),Управление Л и РПР ТО,
493,"ООО ""Максим"", юр.адрес: РФ, Тюменская область, Тюменский район, с. Горьковка, ул. Сибирская, д. 1 ""Б""
руков.:Шкурченко А.Н., тел. 73-32-83",ИНН 7224033615  ОГРН 1067203332019 (дата регистрации 02.08.06),13/10/2006,72-РАП №3696,12/10/2012,"1)Тюменская область, Тюменский район, с. Горьковка, ул. Сибирская, д. 1 ""Б"", магазин ""Елена"" (открыт 13.10.06)
",продлена реш. №917 от 02/11/2011  до 12/10/2012, Прим: Проверка 02.07.07 (отбор проб),Управление Л и РПР ТО,
494,"ООО ""Дионис"", юр.адрес: Россия, Тюменская область, Тюменский район, с. Успенка, ул. Московский тракт, д. 57 а
руков.:Махорт С.Н., тел. (3452) 726-324 8-950-492-1355",ИНН 7224033206 ОГРН 1067203319149 (дата регистрации 26.09.06),17/10/2006,72-РАП №3703,16/10/2012,"1)Тюменская область, Тюменский район, с. Успенка, ул. Московский тракт, д. 57 а, магазин ""Визит"" (открыт 17.10.06)
",продлена реш. №900 от 28/10/2011  до 16/10/2012, Прим: Дата проверки 26.02.2009 (замечание),Управление Л и РПР ТО,
495,"ООО ""Диск"", юр.адрес: 627191, Россия, Тюменская область, Упоровский район, с. Пятково, пер. Ленина, д. № 23
руков.:Гарист С.В., тел. (345-41) 47-191  8-902-622-1744",ИНН 7226004666  ОГРН 1067215011830 (дата регистрации 15.06.06),17/10/2006,72-РАП №3709,16/10/2012,"1)Тюменская область, Упоровский район, с. Пятково, ул. Гагарина, д. 21, магазин ""Кристина"" (открыт 17.10.06)
",продлена реш. №808 от 11/10/2011  до 16/10/2012, Прим: Проверка 05.10.11 (без нарушений),Управление Л и РПР ТО,
496,"ООО ""Мария"", юр.адрес: 627010, Тюменская область, г. Ялуторовск, ул. Первомайская, д. 17
руков.:Самотькина Н.Л., тел. (34535) 3-12-54  8-950-495-2087, факс (34535) 3-28-13",ИНН 7207009556  ОГРН 1067207009132 (дата регистрации 24.08.06),17/10/2006,72-РАП №3707,16/10/2012,"1)Тюменская область, г. Ялуторовск, ул. Первомайская, д. 17, помещение 1003, магазин ""Смешанные товары"" (открыт 17.10.06)
2)Тюменская область, г. Ялуторовск, ул. О. Кошевого, д. 2, магазин ""Продукты""  (открыт 09.04.10)
",продлена реш. №881 от 26/10/2011  до 16/10/2012, Прим: Дата проверки 06.04.2009 (предписание),Управление Л и РПР ТО,
,,,,,,,,,,
497,"ПО ""Луговское потребительское общество"" (Луговское ПО), юр.адрес: 626005, Россия, Тюменская область, с. Каменка, ул. Ирбитская, д. 59
руков.:Букина З.Я., тел. 773-645 773-623",ИНН 7224009570 ОГРН 1037200551145 (дата регистрации 04.01.03),17/10/2006,72-РАП №3706,16/10/2012,"1)Тюменская область, Тюменский район, с. Каменка, ул. Новая, д. 13а, магазин ТПС № 1 (открыт 17.10.06)
2)Тюменская область, Тюменский район, с. Кулаково, ул. Советская, д. 5, магазин ТПС № 3 (открыт 17.10.06)
",продлена реш. №860 от 24/10/2011  до 16/10/2012, Прим: Дата проверки 03.07.07 (отбор проб),Управление Л и РПР ТО,
,,,,,,"3)Тюменская область, Тюменский район, с. Каменка, ул. Новая, д. 13а, бар (общепит) (открыт 24.10.11)
",,,,
498,"ООО ""Океан"", юр.адрес: 626063, Российская Федерация, Тюменская область, Ярковский район, с. Новоалександровка, ул. Школьная, д. 22, кв. 2
руков.:Смирнова Е.А., тел. (34531) 46-338",ИНН 7202142498  ОГРН 1057200929389 (дата регистрации 28.11.05),17/10/2006,72-РАП №3699,16/10/2014,"1)Тюменская область, Ярковский район, с. Новоалександровка, ул. Центральная, д. 38, магазин ""У Сергея"" (открыт 17.10.06)
2)Тюменская область, Ярковский район, с. Новокаишкуль, ул. Южная, д. 19 А, магазин ""Встреча"" (открыт 22.12.11)
",продлена реш. №739 от 09/09/2011  до 16/10/2014, Прим: Дата проверки 11.08.09 (замечание) 2.Изменение адреса  местонахождения реш.№ 469 от 27.06.11),Управление Л и РПР ТО,
,,,,,,,,,,
499,"ООО ""Статус"", юр.адрес: 625008, Российская Федерация, Тюменская область, г. Тюмень, ул. Колхозная, д. 2/1
руков.:Чмутин В.В., тел. (3452) 25-61-75  46-92-60, факс (3452) 39-06-73",ИНН 7204098163  ОГРН 1067203199414 (дата регистрации 04.04.2006),17/10/2006,72-РАП №3701,16/10/2012,"1)г. Тюмень, ул. Колхозная, д. 2/1, магазин ""Продукты""  (открыт 17.10.06)
2)г. Тюмень, ул. Хохрякова, д. 69/1, магазин ""Продукты"" (открыт 28.12.07)
",продлена реш. №803 от 11/10/2011  до 16/10/2012, Прим: Дата проверки 28.12.09 (замечания) 2.Проверка 16.12.10 (отбор проб),Управление Л и РПР ТО,
,,,,,,,,,,
500,"ООО ""Роно"", юр.адрес: 627191, Россия, Тюменская область, Упоровский район, с. Пятково, ул. Ленина, д. 55
руков.:Еперина В.Н., тел. (34541) 47-366",ИНН 7226004673  ОГРН 106721501841 (дата регистрации 16.06.11),17/10/2006,72-РАП №3708,16/10/2013,"1)Тюменская область, Упоровский район, с. Пятково, ул. Кооперативная, д. 9, магазин (открыт 17.10.06)
2)Тюменская область, Упоровский район, с. Нижнеманай, ул. Нижнеманайская, д. 18, магазин (открыт 17.10.06)
",продлена реш. №799 от 06/10/2011  до 16/10/2013, Прим: Проверка 05.10.11 (без нарушений),Управление Л и РПР ТО,
